,num_channels,num_classes,num_test,num_train,resolution_0,resolution_1,sequence_size
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_2226_num_test_examples_126_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_2303_num_test_examples_42_resolution_512_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_2390_num_test_examples_18_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_2395_num_test_examples_266_resolution_256_num_channels_3_original,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_2526_num_test_examples_24_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_265_num_test_examples_90_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_307_num_test_examples_150_resolution_512_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_308_num_test_examples_210_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_314_num_test_examples_262_resolution_512_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_475_num_test_examples_240_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_482_num_test_examples_262_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_610_num_test_examples_80_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_617_num_test_examples_180_resolution_512_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_629_num_test_examples_238_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_646_num_test_examples_94_resolution_128_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_706_num_test_examples_208_resolution_128_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_735_num_test_examples_48_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_794_num_test_examples_128_resolution_128_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_831_num_test_examples_146_resolution_128_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_839_num_test_examples_260_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_1027_num_test_examples_128_resolution_128_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_1060_num_test_examples_282_resolution_128_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_1072_num_test_examples_56_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_1076_num_test_examples_458_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_1178_num_test_examples_202_resolution_256_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_1281_num_test_examples_196_resolution_256_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_1339_num_test_examples_362_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_1339_num_test_examples_388_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_1538_num_test_examples_292_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_1687_num_test_examples_256_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_1793_num_test_examples_286_resolution_128_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_1990_num_test_examples_414_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_2027_num_test_examples_250_resolution_128_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_2118_num_test_examples_76_resolution_256_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_2184_num_test_examples_352_resolution_256_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_2318_num_test_examples_338_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_2394_num_test_examples_92_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_2488_num_test_examples_390_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_2527_num_test_examples_368_resolution_128_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_2663_num_test_examples_360_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_2892_num_test_examples_332_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_2992_num_test_examples_352_resolution_128_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_3103_num_test_examples_382_resolution_128_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_3191_num_test_examples_52_resolution_256_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_3234_num_test_examples_530_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_3270_num_test_examples_406_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_3394_num_test_examples_18_resolution_128_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_3412_num_test_examples_328_resolution_256_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_3734_num_test_examples_504_resolution_256_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_3767_num_test_examples_386_resolution_128_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_3819_num_test_examples_304_resolution_128_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_3872_num_test_examples_392_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_3895_num_test_examples_228_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_3945_num_test_examples_606_resolution_256_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_4013_num_test_examples_598_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_4147_num_test_examples_606_resolution_128_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_4405_num_test_examples_280_resolution_256_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_4442_num_test_examples_32_resolution_128_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_4461_num_test_examples_376_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_4549_num_test_examples_334_resolution_256_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_4579_num_test_examples_600_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_4784_num_test_examples_522_resolution_256_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_4786_num_test_examples_438_resolution_256_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_5000_num_test_examples_552_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_5034_num_test_examples_414_resolution_256_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_5568_num_test_examples_618_resolution_256_num_channels_3_original,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_5705_num_test_examples_46_resolution_128_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_580_num_test_examples_208_resolution_512_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_798_num_test_examples_184_resolution_128_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_iphone2dslr_flower_num_classes_2_num_dev_examples_926_num_test_examples_480_resolution_256_num_channels_3,3,2,618,5568,256,256,1
cycle_gan_maps_num_classes_2_num_dev_examples_1108_num_test_examples_108_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_1246_num_test_examples_364_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_1284_num_test_examples_366_resolution_256_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_1390_num_test_examples_342_resolution_256_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_1460_num_test_examples_130_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_1484_num_test_examples_336_resolution_256_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_1552_num_test_examples_68_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_1596_num_test_examples_112_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_1634_num_test_examples_410_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_1666_num_test_examples_380_resolution_256_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_1768_num_test_examples_112_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_1844_num_test_examples_348_resolution_256_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_2028_num_test_examples_424_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_2054_num_test_examples_294_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_2084_num_test_examples_122_resolution_256_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_2190_num_test_examples_318_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_2270_num_test_examples_258_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_2314_num_test_examples_90_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_2374_num_test_examples_132_resolution_256_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_2402_num_test_examples_14_resolution_256_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_2446_num_test_examples_426_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_2562_num_test_examples_30_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_2572_num_test_examples_342_resolution_256_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_2642_num_test_examples_126_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_2738_num_test_examples_288_resolution_256_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_2776_num_test_examples_44_resolution_256_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_2812_num_test_examples_196_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_2870_num_test_examples_428_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_3020_num_test_examples_354_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_3036_num_test_examples_140_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_3058_num_test_examples_352_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_3090_num_test_examples_300_resolution_256_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_3342_num_test_examples_88_resolution_256_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_3354_num_test_examples_176_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_3366_num_test_examples_374_resolution_256_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_3428_num_test_examples_24_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_3484_num_test_examples_12_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_3588_num_test_examples_352_resolution_256_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_3650_num_test_examples_302_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_3654_num_test_examples_360_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_3712_num_test_examples_218_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_3730_num_test_examples_168_resolution_256_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_3760_num_test_examples_48_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_3804_num_test_examples_294_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_3864_num_test_examples_148_resolution_256_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_3950_num_test_examples_438_resolution_512_num_channels_3_original,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_806_num_test_examples_352_resolution_256_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_954_num_test_examples_292_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_980_num_test_examples_152_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_maps_num_classes_2_num_dev_examples_980_num_test_examples_86_resolution_512_num_channels_3,3,2,438,3950,512,512,1
cycle_gan_summer2winter_yosemite_num_classes_2_num_dev_examples_1022_num_test_examples_98_resolution_256_num_channels_3,3,2,274,2466,256,256,1
cycle_gan_summer2winter_yosemite_num_classes_2_num_dev_examples_1129_num_test_examples_50_resolution_256_num_channels_3,3,2,274,2466,256,256,1
cycle_gan_summer2winter_yosemite_num_classes_2_num_dev_examples_1133_num_test_examples_224_resolution_512_num_channels_3,3,2,274,2466,256,256,1
cycle_gan_summer2winter_yosemite_num_classes_2_num_dev_examples_1159_num_test_examples_22_resolution_128_num_channels_3,3,2,274,2466,256,256,1
cycle_gan_summer2winter_yosemite_num_classes_2_num_dev_examples_1167_num_test_examples_70_resolution_512_num_channels_3,3,2,274,2466,256,256,1
cycle_gan_summer2winter_yosemite_num_classes_2_num_dev_examples_1193_num_test_examples_228_resolution_128_num_channels_3,3,2,274,2466,256,256,1
cycle_gan_summer2winter_yosemite_num_classes_2_num_dev_examples_1222_num_test_examples_104_resolution_256_num_channels_3,3,2,274,2466,256,256,1
cycle_gan_summer2winter_yosemite_num_classes_2_num_dev_examples_1343_num_test_examples_266_resolution_128_num_channels_3,3,2,274,2466,256,256,1
